order_id,product_id,quantity,unit_price,unit_cost,discount
O000491,P001,10,6.99,3.88,0.0
O000491,P018,14,16.5,10.23,0.0
O000491,P013,10,13.5,7.66,0.0
O000492,P011,8,165.0,89.71,0.0
O000492,P002,1,9.99,4.66,0.0
O000492,P005,5,32.99,16.83,0.0
O000493,P010,49,16.5,8.02,0.0
O000493,P012,43,64.0,41.25,0.0
O000493,P014,51,17.0,9.91,0.0
O000493,P006,46,15.93,8.17,0.09
O000493,P018,100,15.18,10.15,0.08
O000494,P005,14,32.99,16.41,0.0
O000495,P004,28,9.78,6.03,0.15
O000495,P001,123,6.99,4.01,0.0
O000495,P012,142,64.0,38.38,0.0
O000495,P008,168,8.25,4.05,0.0
O000496,P012,5,64.0,36.28,0.0
O000496,P004,5,11.5,6.61,0.0
O000496,P016,5,54.99,30.6,0.0
O000496,P018,3,16.5,9.77,0.0
O000496,P007,13,41.0,21.35,0.0
O000497,P011,38,155.1,93.29,0.06
O000497,P015,193,67.94,51.01,0.14
O000497,P017,103,62.0,40.2,0.0
O000497,P018,51,16.5,8.13,0.0
O000497,P009,65,13.34,6.58,0.11
O000497,P013,128,11.61,8.92,0.14
O000498,P020,4,149.0,92.33,0.0
O000498,P009,17,14.99,7.92,0.0
O000498,P018,11,16.5,10.34,0.0
O000498,P015,6,79.0,43.37,0.0
O000499,P011,17,165.0,91.74,0.0
O000500,P005,4,32.99,18.68,0.0
O000500,P004,10,11.5,5.59,0.0
O000500,P008,12,8.25,4.4,0.0
O000500,P015,14,79.0,46.72,0.0
O000500,P019,3,21.0,13.7,0.0
O000501,P007,12,41.0,22.69,0.0
O000501,P005,5,32.99,18.73,0.0
O000501,P008,17,8.25,4.64,0.0
O000501,P001,18,6.99,3.47,0.0
O000501,P020,8,149.0,91.24,0.0
O000502,P020,5,149.0,87.99,0.0
O000502,P008,20,8.25,4.53,0.0
O000503,P014,186,14.62,10.39,0.14
O000503,P016,161,47.84,33.55,0.13
O000503,P015,40,79.0,42.12,0.0
O000503,P011,200,165.0,108.59,0.0
O000503,P005,67,30.02,17.96,0.09
O000503,P012,156,64.0,36.04,0.0
O000503,P019,23,21.0,11.48,0.0
O000503,P001,40,6.15,3.93,0.12
O000503,P002,177,9.99,4.69,0.0
O000503,P020,177,132.61,82.35,0.11
O000504,P008,92,8.25,5.03,0.0
O000504,P015,15,79.0,44.79,0.0
O000504,P010,33,16.5,8.98,0.0
O000504,P004,48,11.5,6.71,0.0
O000504,P019,129,19.74,13.08,0.06
O000504,P003,192,16.99,9.46,0.0
O000504,P002,97,9.99,4.8,0.0
O000504,P013,131,13.5,8.87,0.0
O000504,P012,112,55.68,34.74,0.13
O000505,P014,3,17.0,9.03,0.0
O000505,P009,16,14.99,6.72,0.0
O000505,P012,16,64.0,36.3,0.0
O000506,P018,169,16.5,10.25,0.0
O000506,P019,35,18.69,13.7,0.11
O000506,P013,186,13.5,9.01,0.0
O000506,P017,105,55.18,41.02,0.11
O000506,P020,117,149.0,94.61,0.0
O000506,P001,138,6.08,3.18,0.13
O000506,P010,195,16.5,9.3,0.0
O000506,P002,11,8.89,4.77,0.11
O000506,P014,89,17.0,9.25,0.0
O000507,P012,15,64.0,41.65,0.0
O000507,P008,11,8.25,4.57,0.0
O000507,P009,9,14.99,7.65,0.0
O000508,P012,194,64.0,41.85,0.0
O000508,P006,86,15.4,9.96,0.12
O000508,P016,168,54.99,32.05,0.0
O000508,P003,168,15.63,8.52,0.08
O000508,P011,186,150.15,97.03,0.09
O000508,P019,97,21.0,13.06,0.0
O000508,P010,87,15.18,7.68,0.08
O000508,P009,134,14.99,7.53,0.0
O000509,P007,3,41.0,20.3,0.0
O000510,P012,150,59.52,43.42,0.07
O000510,P013,15,11.47,7.69,0.15
O000510,P005,11,32.99,18.43,0.0
O000510,P019,61,18.69,11.54,0.11
O000510,P004,60,9.78,5.62,0.15
O000510,P014,161,17.0,10.21,0.0
O000510,P020,147,149.0,88.21,0.0
O000510,P017,110,62.0,35.97,0.0
O000510,P018,107,16.5,9.51,0.0
O000510,P010,104,16.5,9.24,0.0
O000511,P011,12,165.0,87.33,0.0
O000511,P018,5,16.5,8.82,0.0
O000512,P017,16,62.0,39.29,0.0
O000513,P018,117,16.5,9.22,0.0
O000513,P008,48,8.25,4.07,0.0
O000513,P015,171,67.94,41.15,0.14
O000513,P009,42,12.74,6.41,0.15
O000513,P002,75,9.99,5.21,0.0
O000513,P019,191,21.0,10.88,0.0
O000513,P010,115,16.5,9.15,0.0
O000514,P010,5,16.5,9.28,0.0
O000514,P011,19,165.0,92.97,0.0
O000514,P008,1,8.25,5.14,0.0
O000514,P017,2,62.0,40.97,0.0
O000514,P014,12,17.0,10.47,0.0
O000515,P006,6,17.5,8.17,0.0
O000515,P007,16,41.0,23.81,0.0
O000515,P008,11,8.25,4.15,0.0
O000515,P020,13,149.0,88.7,0.0
O000516,P005,10,32.99,17.8,0.0
O000516,P011,14,165.0,106.38,0.0
O000516,P006,16,17.5,8.3,0.0
O000516,P004,9,11.5,6.0,0.0
O000517,P004,29,11.5,5.65,0.0
O000517,P017,140,57.04,34.32,0.08
O000517,P009,150,14.99,7.29,0.0
O000517,P001,49,6.99,3.31,0.0
O000517,P002,51,9.99,5.17,0.0
O000517,P018,29,16.5,10.06,0.0
O000517,P019,158,19.11,11.92,0.09
O000517,P011,50,165.0,97.55,0.0
O000517,P006,118,15.75,8.17,0.1
O000518,P012,6,64.0,39.81,0.0
O000519,P020,119,149.0,96.56,0.0
O000519,P011,21,153.45,93.54,0.07
O000519,P015,130,79.0,42.62,0.0
O000519,P013,96,13.5,7.32,0.0
O000520,P017,139,62.0,39.55,0.0
O000520,P003,138,16.99,8.99,0.0
O000520,P011,56,143.55,92.21,0.13
O000521,P003,161,16.99,8.97,0.0
O000521,P016,78,54.99,34.97,0.0
O000521,P001,140,6.57,3.88,0.06
O000521,P019,155,21.0,13.04,0.0
O000521,P004,49,11.5,6.36,0.0
O000521,P006,141,17.5,8.16,0.0
O000521,P009,103,14.99,6.63,0.0
O000521,P008,18,8.25,4.98,0.0
O000522,P012,187,56.96,36.13,0.11
O000522,P002,8,8.59,4.56,0.14
O000522,P007,34,38.13,24.88,0.07
O000522,P004,89,11.5,6.88,0.0
O000522,P015,63,79.0,44.68,0.0
O000522,P003,16,16.99,8.45,0.0
O000522,P017,164,62.0,40.55,0.0
O000522,P020,113,149.0,90.96,0.0
O000522,P006,165,17.5,8.8,0.0
O000522,P019,172,18.48,13.01,0.12
O000523,P016,183,48.39,34.94,0.12
O000523,P009,23,12.89,7.42,0.14
O000523,P001,130,6.99,3.21,0.0
O000523,P013,47,11.88,9.09,0.12
O000523,P002,182,9.99,5.0,0.0
O000524,P013,147,12.15,8.89,0.1
O000524,P007,14,38.13,22.38,0.07
O000524,P003,104,16.99,8.52,0.0
O000525,P005,7,32.99,19.66,0.0
O000525,P015,11,79.0,40.99,0.0
O000525,P002,1,9.99,5.69,0.0
O000525,P017,11,62.0,42.37,0.0
O000526,P013,44,13.5,9.09,0.0
O000526,P020,62,131.12,80.41,0.12
O000527,P020,145,131.12,96.99,0.12
O000527,P017,109,54.56,39.12,0.12
O000527,P010,190,15.51,9.63,0.06
O000527,P006,31,16.62,9.64,0.05
O000527,P005,19,32.99,19.86,0.0
O000528,P003,179,14.44,9.2,0.15
O000528,P001,167,6.99,3.55,0.0
O000528,P016,44,54.99,32.43,0.0
O000528,P013,62,13.5,7.49,0.0
O000528,P010,49,15.18,9.7,0.08
O000528,P011,46,143.55,94.24,0.13
O000528,P018,41,16.5,8.2,0.0
O000528,P007,143,41.0,24.48,0.0
O000528,P008,37,7.09,5.0,0.14
O000528,P004,112,11.5,6.73,0.0
O000529,P017,187,53.32,36.01,0.14
O000529,P007,173,36.9,24.11,0.1
O000529,P008,200,7.59,4.94,0.08
O000529,P019,105,18.48,11.22,0.12
O000530,P007,137,41.0,22.17,0.0
O000530,P011,11,145.2,101.98,0.12
O000530,P018,74,16.5,10.31,0.0
O000530,P006,44,17.5,9.54,0.0
O000530,P013,55,12.55,7.5,0.07
O000531,P017,1,62.0,34.28,0.0
O000531,P002,2,9.99,4.91,0.0
O000531,P004,3,11.5,5.87,0.0
O000531,P003,12,16.99,8.56,0.0
O000531,P020,5,149.0,96.86,0.0
O000532,P019,30,18.06,13.21,0.14
O000532,P015,46,79.0,45.17,0.0
O000532,P016,163,54.99,32.08,0.0
O000532,P011,165,165.0,96.65,0.0
O000532,P006,181,16.45,10.01,0.06
O000532,P005,42,31.34,20.29,0.05
O000532,P020,102,149.0,86.55,0.0
O000533,P015,15,79.0,50.56,0.0
O000533,P019,16,21.0,13.64,0.0
O000533,P006,19,17.5,8.87,0.0
O000534,P020,33,149.0,97.6,0.0
O000534,P010,176,16.5,8.07,0.0
O000534,P013,79,13.5,8.62,0.0
O000534,P005,26,32.99,17.8,0.0
O000535,P012,76,64.0,43.53,0.0
O000535,P009,11,14.99,7.16,0.0
O000535,P007,18,41.0,23.37,0.0
O000535,P017,72,62.0,38.46,0.0
O000536,P011,38,165.0,106.21,0.0
O000536,P018,7,15.02,9.75,0.09
O000536,P002,125,8.79,4.98,0.12
O000537,P014,77,17.0,9.67,0.0
O000537,P011,176,165.0,87.51,0.0
O000537,P005,86,32.99,20.08,0.0
O000537,P012,10,64.0,41.9,0.0
O000537,P009,32,14.09,6.73,0.06
O000537,P016,151,54.99,35.21,0.0
O000537,P004,24,10.01,5.41,0.13
O000537,P008,163,8.25,4.13,0.0
O000538,P020,4,149.0,77.69,0.0
O000539,P003,180,15.97,8.62,0.06
O000539,P020,87,129.63,89.79,0.13
O000539,P001,186,6.99,4.01,0.0
O000539,P014,52,17.0,10.17,0.0
O000540,P001,184,6.08,3.82,0.13
O000540,P003,198,15.12,10.33,0.11
O000540,P006,156,17.5,8.77,0.0
O000540,P007,168,41.0,21.37,0.0
O000540,P009,93,14.99,7.59,0.0
O000540,P019,172,21.0,13.47,0.0
O000540,P016,77,51.69,34.83,0.06
O000540,P010,93,14.36,9.57,0.13
O000540,P004,115,11.5,5.52,0.0
O000540,P002,188,9.99,5.06,0.0
O000541,P020,127,134.1,84.37,0.1
O000541,P003,144,15.12,10.35,0.11
O000541,P009,15,14.99,7.51,0.0
O000541,P011,123,165.0,93.2,0.0
O000541,P015,108,79.0,45.72,0.0
O000541,P006,120,17.5,8.44,0.0
O000541,P012,103,60.16,38.19,0.06
O000542,P001,9,6.43,3.49,0.08
O000542,P014,10,14.79,10.24,0.13
O000542,P006,145,15.58,8.72,0.11
O000542,P005,132,32.99,18.15,0.0
O000542,P018,45,16.5,9.2,0.0
O000542,P004,95,10.58,6.84,0.08
O000542,P002,127,8.99,5.26,0.1
O000543,P006,38,15.93,9.29,0.09
O000543,P011,181,140.25,106.02,0.15
O000543,P010,21,15.34,7.69,0.07
O000543,P014,88,17.0,10.72,0.0
O000543,P004,85,11.5,6.35,0.0
O000543,P018,126,16.5,9.87,0.0
O000544,P011,68,165.0,97.1,0.0
O000544,P019,9,21.0,11.74,0.0
O000544,P008,103,8.25,4.89,0.0
O000544,P018,25,16.5,9.29,0.0
O000545,P009,12,14.99,7.78,0.0
O000545,P005,2,32.99,18.33,0.0
O000546,P018,170,16.5,8.52,0.0
O000546,P005,159,32.99,16.74,0.0
O000546,P009,193,14.99,7.85,0.0
O000546,P011,134,165.0,92.21,0.0
O000546,P016,113,54.99,34.41,0.0
O000546,P006,81,16.62,8.69,0.05
O000546,P010,171,16.5,9.02,0.0
O000546,P020,99,149.0,86.38,0.0
O000546,P004,42,10.69,6.07,0.07
O000547,P009,36,13.49,6.39,0.1
O000547,P007,41,41.0,21.53,0.0
O000547,P015,145,79.0,40.79,0.0
O000547,P010,87,14.36,8.49,0.13
O000547,P006,13,15.22,9.55,0.13
O000547,P017,15,54.56,42.59,0.12
O000547,P003,38,16.99,9.22,0.0
O000547,P016,40,54.99,30.01,0.0
O000547,P001,187,6.99,3.36,0.0
O000548,P016,13,54.99,33.16,0.0
O000549,P003,19,16.99,9.55,0.0
O000549,P007,18,41.0,23.34,0.0
O000549,P015,127,73.47,40.98,0.07
O000549,P006,44,16.1,10.25,0.08
O000549,P004,104,11.5,6.53,0.0
O000549,P013,9,12.82,8.22,0.05
O000549,P014,187,17.0,10.74,0.0
O000549,P005,15,30.68,17.1,0.07
O000549,P016,130,54.99,28.86,0.0
O000549,P012,153,64.0,42.58,0.0
O000550,P020,10,149.0,82.14,0.0
O000551,P009,10,14.99,7.09,0.0
O000551,P013,15,13.5,8.41,0.0
O000551,P004,17,11.5,6.56,0.0
O000552,P007,181,41.0,23.51,0.0
O000552,P020,82,132.61,84.17,0.11
O000552,P010,150,16.5,9.54,0.0
O000553,P011,189,165.0,93.27,0.0
O000553,P007,159,41.0,23.95,0.0
O000553,P016,127,46.74,33.29,0.15
O000553,P013,68,12.82,7.36,0.05
O000554,P010,102,16.5,9.2,0.0
O000554,P015,29,73.47,41.1,0.07
O000555,P001,57,6.99,3.26,0.0
O000555,P010,179,16.5,9.33,0.0
O000555,P002,126,8.79,4.72,0.12
O000555,P004,121,11.5,6.7,0.0
O000555,P019,147,18.69,11.62,0.11
O000555,P003,21,15.97,9.75,0.06
O000555,P005,178,30.02,17.9,0.09
O000555,P008,124,8.25,4.51,0.0
O000556,P010,74,14.52,9.7,0.12
O000556,P016,5,48.94,36.77,0.11
O000556,P007,116,41.0,22.87,0.0
O000556,P009,64,14.99,7.55,0.0
O000556,P001,78,6.99,3.47,0.0
O000556,P011,121,165.0,104.99,0.0
O000557,P005,79,32.99,16.86,0.0
O000557,P011,131,165.0,101.55,0.0
O000557,P012,115,60.16,35.02,0.06
O000557,P014,96,17.0,10.61,0.0
O000557,P006,143,16.62,10.04,0.05
O000557,P010,134,16.5,9.6,0.0
O000557,P007,42,41.0,23.09,0.0
O000557,P016,195,54.99,30.08,0.0
O000557,P008,40,8.25,5.15,0.0
O000557,P013,182,13.5,7.99,0.0
O000558,P019,1,21.0,11.56,0.0
O000559,P016,105,50.04,30.55,0.09
O000559,P004,197,10.23,6.88,0.11
O000559,P011,44,165.0,105.32,0.0
O000559,P012,53,64.0,41.0,0.0
O000559,P013,134,13.5,8.8,0.0
O000559,P009,23,13.04,7.52,0.13
O000559,P018,82,16.5,9.96,0.0
O000560,P010,58,16.5,8.04,0.0
O000560,P004,23,11.5,5.5,0.0
O000561,P011,163,165.0,99.51,0.0
O000561,P013,162,13.5,8.39,0.0
O000561,P012,13,58.88,38.95,0.08
O000561,P007,126,36.9,24.54,0.1
O000561,P010,30,16.5,8.55,0.0
O000561,P017,94,62.0,43.22,0.0
O000562,P016,9,54.99,33.15,0.0
O000563,P015,66,79.0,47.29,0.0
O000563,P013,87,13.5,7.82,0.0
O000563,P011,120,165.0,90.64,0.0
O000564,P017,22,62.0,38.97,0.0
O000564,P015,183,79.0,46.86,0.0
O000565,P017,120,57.04,36.99,0.08
O000565,P016,89,54.99,32.21,0.0
O000565,P006,24,17.5,8.55,0.0
O000566,P013,62,13.5,7.88,0.0
O000566,P002,131,9.99,4.79,0.0
O000566,P010,184,15.34,9.66,0.07
O000566,P006,38,17.5,9.77,0.0
O000567,P001,116,6.99,3.64,0.0
O000567,P017,21,62.0,35.03,0.0
O000567,P012,175,64.0,37.6,0.0
O000567,P004,67,11.5,6.76,0.0
O000567,P014,35,15.81,9.06,0.07
O000567,P008,55,8.25,4.55,0.0
O000567,P020,100,149.0,88.34,0.0
O000567,P005,173,32.99,17.03,0.0
O000568,P013,135,11.88,8.78,0.12
O000568,P001,154,6.08,3.61,0.13
O000568,P012,86,64.0,42.95,0.0
O000568,P002,59,9.99,4.74,0.0
O000569,P003,23,14.78,9.37,0.13
O000569,P005,165,30.35,17.83,0.08
O000569,P019,20,19.32,13.06,0.08
O000569,P017,106,62.0,34.46,0.0
O000569,P018,100,16.5,8.98,0.0
O000569,P014,62,15.13,10.87,0.11
O000569,P013,135,13.5,8.98,0.0
O000569,P002,198,8.99,5.29,0.1
O000569,P008,132,8.25,4.92,0.0
O000569,P009,12,14.99,7.03,0.0
O000570,P013,11,13.5,7.81,0.0
O000570,P009,18,14.99,7.36,0.0
O000570,P015,10,79.0,50.12,0.0
O000571,P020,137,132.61,89.6,0.11
O000571,P019,74,21.0,13.42,0.0
O000571,P005,63,32.99,17.61,0.0
O000571,P016,66,50.59,33.33,0.08
O000571,P011,90,165.0,97.79,0.0
O000571,P002,72,9.99,5.25,0.0
O000571,P012,53,64.0,41.5,0.0
O000571,P008,40,8.25,4.95,0.0
O000571,P006,53,15.75,9.65,0.1
O000571,P009,87,14.99,6.66,0.0
O000572,P008,67,8.25,4.49,0.0
O000572,P007,150,37.72,22.32,0.08
O000572,P011,23,165.0,91.5,0.0
O000572,P006,145,16.27,10.31,0.07
O000572,P016,70,54.99,36.22,0.0
O000572,P017,145,55.18,39.74,0.11
O000573,P020,36,149.0,84.18,0.0
O000573,P004,18,10.81,5.46,0.06
O000573,P016,142,54.99,30.95,0.0
O000573,P014,195,14.62,10.72,0.14
O000573,P013,150,11.47,7.32,0.15
O000573,P006,189,17.5,8.72,0.0
O000573,P002,64,9.99,4.78,0.0
O000573,P003,197,16.99,8.7,0.0
O000573,P018,65,16.5,8.44,0.0
O000574,P007,74,38.13,24.25,0.07
O000574,P018,109,16.5,8.6,0.0
O000574,P001,47,6.99,3.93,0.0
O000574,P006,76,16.1,8.34,0.08
O000574,P003,153,16.99,10.04,0.0
O000574,P010,119,15.51,8.1,0.06
O000574,P012,187,55.04,38.42,0.14
O000574,P015,162,68.73,48.95,0.13
O000575,P011,41,165.0,102.21,0.0
O000575,P020,183,135.59,91.02,0.09
O000575,P001,60,6.99,3.42,0.0
O000575,P016,68,54.99,34.52,0.0
O000575,P013,102,13.5,8.4,0.0
O000575,P014,11,17.0,10.72,0.0
O000575,P008,170,8.25,4.83,0.0
O000575,P010,10,15.02,8.48,0.09
O000575,P004,130,11.5,6.05,0.0
O000575,P006,113,16.27,8.3,0.07
O000576,P020,186,131.12,95.96,0.12
O000576,P017,17,62.0,36.58,0.0
O000576,P007,70,35.26,22.29,0.14
O000576,P002,76,9.09,5.59,0.09
O000576,P013,47,12.69,8.24,0.06
O000576,P006,18,17.5,9.39,0.0
O000576,P001,194,6.99,3.3,0.0
O000576,P016,113,47.84,35.96,0.13
O000576,P004,55,10.01,6.3,0.13
O000576,P019,73,19.74,13.25,0.06
O000577,P018,88,16.5,10.02,0.0
O000577,P006,136,17.5,9.93,0.0
O000577,P008,19,7.42,4.49,0.1
O000577,P001,38,6.99,3.36,0.0
O000578,P006,78,17.5,9.14,0.0
O000578,P004,178,11.5,6.53,0.0
O000578,P008,190,8.25,4.5,0.0
O000578,P020,170,132.61,96.54,0.11
O000578,P002,188,9.99,5.55,0.0
O000578,P016,69,54.99,32.99,0.0
O000578,P007,133,38.95,24.52,0.05
O000578,P003,23,15.63,9.45,0.08
O000578,P001,159,6.43,3.94,0.08
O000579,P014,106,15.81,9.61,0.07
O000579,P005,117,29.03,17.34,0.12
O000579,P015,100,79.0,50.43,0.0
O000579,P019,111,19.74,13.68,0.06
O000579,P010,168,15.51,9.61,0.06
O000580,P020,136,126.65,88.22,0.15
O000580,P010,127,15.18,7.79,0.08
O000580,P012,134,64.0,35.78,0.0
O000581,P017,166,56.42,39.15,0.09
O000581,P007,161,41.0,22.33,0.0
O000582,P016,174,54.99,34.51,0.0
O000582,P014,167,14.62,9.67,0.14
O000582,P017,28,57.66,40.06,0.07
O000582,P002,16,9.99,4.88,0.0
O000582,P003,54,14.78,9.04,0.13
O000582,P020,43,149.0,85.57,0.0
O000582,P019,58,18.06,10.8,0.14
O000582,P007,72,41.0,23.8,0.0
O000582,P006,61,17.5,9.15,0.0
O000583,P011,19,165.0,98.77,0.0
O000583,P012,11,64.0,40.2,0.0
O000583,P016,11,54.99,33.01,0.0
O000583,P009,19,14.99,7.21,0.0
O000584,P014,74,17.0,9.82,0.0
O000584,P016,132,54.99,36.58,0.0
O000585,P004,68,10.81,6.1,0.06
O000585,P005,143,32.99,18.48,0.0
O000585,P018,107,15.51,9.04,0.06
O000585,P008,46,8.25,4.75,0.0
O000585,P017,174,53.32,34.83,0.14
O000585,P015,116,79.0,45.07,0.0
O000586,P010,130,15.34,9.62,0.07
O000586,P008,115,7.34,5.01,0.11
O000586,P016,47,54.99,31.49,0.0
O000587,P001,114,5.94,3.58,0.15
O000587,P005,183,32.99,19.12,0.0
O000587,P018,5,15.18,9.16,0.08
O000588,P006,10,17.5,8.84,0.0
O000589,P007,105,41.0,24.33,0.0
O000589,P006,73,17.5,9.44,0.0
O000590,P015,169,79.0,49.23,0.0
O000590,P009,132,14.99,7.36,0.0
O000590,P006,13,16.27,8.99,0.07
O000591,P010,88,16.5,8.1,0.0
O000591,P013,185,12.02,7.51,0.11
O000591,P014,35,17.0,9.37,0.0
O000591,P008,37,7.18,4.22,0.13
O000591,P020,181,134.1,83.3,0.1
O000591,P011,109,165.0,88.41,0.0
O000592,P016,12,54.99,30.05,0.0
O000592,P002,7,9.99,4.93,0.0
O000593,P015,113,79.0,47.91,0.0
O000593,P013,197,13.5,8.33,0.0
O000593,P011,6,151.8,106.14,0.08
O000593,P020,28,149.0,86.85,0.0
O000593,P005,42,29.69,16.39,0.1
O000593,P014,131,17.0,11.39,0.0
O000593,P006,189,16.62,8.51,0.05
O000593,P012,97,64.0,40.96,0.0
O000593,P019,100,18.27,11.81,0.13
O000594,P009,14,14.99,7.65,0.0
O000594,P017,2,62.0,38.52,0.0
O000594,P013,19,13.5,8.29,0.0
O000594,P019,18,21.0,13.79,0.0
O000594,P007,15,41.0,20.04,0.0
O000595,P016,160,54.99,33.38,0.0
O000595,P014,156,14.62,9.56,0.14
O000595,P015,14,79.0,49.69,0.0
O000596,P002,5,9.99,5.04,0.0
O000596,P008,75,8.25,4.65,0.0
O000596,P015,111,79.0,40.68,0.0
O000596,P019,192,21.0,13.18,0.0
O000596,P013,83,13.5,8.74,0.0
O000597,P010,180,15.34,8.56,0.07
O000597,P004,127,10.12,5.43,0.12
O000597,P008,71,7.59,4.24,0.08
O000597,P013,46,12.55,9.01,0.07
O000597,P011,29,140.25,103.67,0.15
O000597,P003,182,14.44,9.33,0.15
O000597,P009,36,13.94,7.79,0.07
O000597,P016,199,54.99,36.35,0.0
O000597,P019,34,18.9,13.09,0.1
O000597,P001,141,6.15,3.56,0.12
O000598,P006,27,16.1,10.33,0.08
O000598,P013,138,13.5,8.83,0.0
O000598,P007,127,41.0,25.25,0.0
O000598,P009,94,14.99,6.35,0.0
O000598,P001,198,6.99,3.53,0.0
O000598,P015,108,70.31,42.89,0.11
O000598,P010,155,14.03,9.24,0.15
O000599,P013,151,13.5,7.91,0.0
O000599,P011,100,165.0,100.91,0.0
O000599,P012,6,64.0,43.41,0.0
O000599,P007,26,36.9,20.54,0.1
O000599,P002,34,9.99,5.24,0.0
O000599,P001,146,6.99,4.02,0.0
O000599,P008,92,8.25,4.18,0.0
O000599,P004,168,10.01,5.88,0.13
O000599,P015,80,67.94,40.94,0.14
O000600,P005,132,31.34,17.59,0.05
O000600,P009,77,14.99,6.87,0.0
O000600,P011,40,165.0,107.62,0.0
O000600,P014,30,15.64,9.91,0.08
O000600,P003,90,15.12,8.82,0.11
O000600,P019,154,19.32,13.2,0.08
O000600,P006,199,17.5,9.34,0.0
O000600,P002,25,9.99,5.51,0.0
O000601,P002,40,9.99,4.59,0.0
O000601,P010,155,16.5,7.66,0.0
O000601,P014,15,15.3,10.17,0.1
O000601,P003,72,16.99,8.46,0.0
O000601,P011,68,146.85,87.45,0.11
O000601,P005,150,28.7,19.35,0.13
O000601,P012,125,64.0,36.27,0.0
O000601,P001,48,6.99,3.8,0.0
O000602,P009,104,14.99,6.64,0.0
O000602,P019,93,21.0,11.21,0.0
O000602,P007,110,38.13,24.81,0.07
O000602,P016,36,48.94,34.46,0.11
O000602,P008,5,8.25,5.15,0.0
O000602,P001,53,6.99,3.8,0.0
O000602,P018,152,16.5,8.51,0.0
O000602,P004,35,10.12,6.85,0.12
O000602,P010,64,16.5,9.77,0.0
O000602,P011,192,140.25,87.21,0.15
O000603,P004,57,10.23,6.07,0.11
O000603,P001,36,6.36,3.91,0.09
O000603,P014,173,14.96,10.3,0.12
O000603,P020,167,138.57,79.6,0.07
O000603,P011,175,165.0,105.88,0.0
O000604,P014,45,17.0,9.15,0.0
O000604,P015,20,79.0,48.92,0.0
O000605,P006,121,17.5,8.88,0.0
O000605,P014,120,17.0,9.5,0.0
O000605,P001,127,6.29,3.99,0.1
O000605,P016,117,51.14,36.04,0.07
O000605,P003,129,16.99,8.97,0.0
O000605,P010,146,16.5,8.73,0.0
O000606,P009,196,12.74,7.01,0.15
O000606,P017,32,53.94,36.49,0.13
O000606,P010,198,16.5,9.69,0.0
O000607,P017,11,62.0,41.5,0.0
O000607,P001,18,6.99,3.52,0.0
O000607,P005,11,32.99,16.21,0.0
O000607,P019,7,21.0,11.36,0.0
O000608,P019,20,21.0,12.5,0.0
O000608,P007,12,41.0,20.33,0.0
O000608,P013,16,13.5,8.45,0.0
O000609,P016,11,54.99,32.75,0.0
O000609,P008,14,8.25,5.13,0.0
O000609,P018,1,16.5,9.65,0.0
O000610,P007,110,41.0,22.74,0.0
O000610,P015,31,79.0,48.16,0.0
O000611,P012,155,64.0,38.09,0.0
O000611,P004,169,11.5,6.28,0.0
O000611,P002,58,9.99,4.62,0.0
O000611,P009,161,14.99,6.51,0.0
O000611,P001,158,6.99,3.62,0.0
O000612,P006,11,17.5,8.33,0.0
O000612,P001,17,6.99,3.66,0.0
O000612,P016,19,54.99,31.02,0.0
O000612,P007,14,41.0,23.63,0.0
O000612,P014,12,17.0,10.88,0.0
O000613,P009,49,14.24,7.74,0.05
O000613,P007,50,38.54,20.88,0.06
O000614,P002,165,9.99,5.45,0.0
O000614,P004,180,11.5,6.05,0.0
O000614,P007,45,37.31,22.41,0.09
O000614,P012,141,64.0,35.86,0.0
O000615,P014,184,15.3,11.03,0.1
O000615,P004,147,11.5,6.73,0.0
O000615,P020,156,149.0,95.6,0.0
O000615,P008,89,7.01,5.05,0.15
O000616,P006,10,15.22,8.54,0.13
O000616,P015,124,79.0,50.93,0.0
O000616,P009,34,14.09,7.69,0.06
O000616,P011,193,165.0,102.13,0.0
O000616,P018,33,14.69,9.36,0.11
O000616,P010,187,14.85,9.22,0.1
O000616,P004,142,11.5,6.71,0.0
O000616,P012,66,64.0,42.83,0.0
O000617,P003,16,16.99,9.06,0.0
O000617,P011,57,165.0,88.82,0.0
O000617,P017,183,62.0,40.24,0.0
O000617,P020,164,149.0,85.9,0.0
O000617,P009,167,14.99,7.26,0.0
O000617,P005,87,32.99,18.27,0.0
O000617,P006,91,17.5,8.17,0.0
O000617,P016,11,54.99,35.0,0.0
O000617,P018,190,14.36,8.17,0.13
O000617,P012,168,59.52,39.77,0.07
O000618,P012,11,64.0,37.8,0.0
O000618,P002,4,9.99,5.49,0.0
O000618,P001,17,6.99,3.71,0.0
O000618,P005,10,32.99,17.37,0.0
O000618,P020,3,149.0,88.1,0.0
O000619,P016,200,54.99,31.11,0.0
O000619,P017,15,62.0,37.18,0.0
O000619,P003,134,15.12,9.08,0.11
O000619,P005,5,32.99,19.18,0.0
O000619,P006,101,15.93,8.88,0.09
O000619,P014,137,15.47,9.69,0.09
O000620,P008,191,8.25,4.1,0.0
O000620,P011,165,165.0,96.66,0.0
O000620,P012,66,64.0,38.1,0.0
O000620,P002,147,8.49,5.08,0.15
O000620,P018,164,16.5,9.85,0.0
O000620,P005,139,30.35,17.03,0.08
O000620,P014,17,17.0,11.32,0.0
O000620,P003,69,15.12,9.98,0.11
O000620,P010,140,14.52,9.22,0.12
