order_id,customer_id,order_date,location,status
O000972,C0001,2024-04-28,Yard A - Providence,returned
O000973,C0007,2024-04-29,Yard B - Boston,completed
O000974,C0081,2024-04-29,Yard C - Hartford,completed
O000975,C0024,2024-04-29,Yard B - Boston,completed
O000976,C0103,2024-04-29,Yard A - Providence,completed
O000977,C0119,2024-04-29,Yard A - Providence,completed
O000978,C0119,2024-04-29,Yard C - Hartford,completed
O000979,C0174,2024-04-29,Yard C - Hartford,returned
O000980,C0131,2024-04-29,Yard B - Boston,completed
O000981,C0025,2024-04-29,Yard B - Boston,completed
O000982,C0039,2024-04-29,Yard C - Hartford,completed
O000983,C0042,2024-04-29,Yard C - Hartford,completed
O000984,C0039,2024-04-29,Yard A - Providence,completed
O000985,C0092,2024-04-29,Yard C - Hartford,completed
O000986,C0064,2024-04-30,Yard B - Boston,returned
O000987,C0088,2024-04-30,Yard B - Boston,completed
O000988,C0034,2024-04-30,Yard B - Boston,completed
O000989,C0170,2024-04-30,Yard C - Hartford,completed
O000990,C0053,2024-04-30,Yard C - Hartford,completed
O000991,C0127,2024-04-30,Yard B - Boston,completed
O000992,C0074,2024-04-30,Yard A - Providence,completed
O000993,C0058,2024-04-30,Yard C - Hartford,completed
O000994,C0018,2024-04-30,Yard C - Hartford,completed
O000995,C0187,2024-04-30,Yard B - Boston,completed
O000996,C0102,2024-04-30,Yard C - Hartford,completed
O000997,C0068,2024-04-30,Yard C - Hartford,completed
O000998,C0028,2024-04-30,Yard B - Boston,completed
O000999,C0037,2024-05-01,Yard B - Boston,completed
O001000,C0124,2024-05-01,Yard B - Boston,returned
O001001,C0195,2024-05-01,Yard C - Hartford,completed
O001002,C0063,2024-05-01,Yard C - Hartford,completed
O001003,C0072,2024-05-01,Yard C - Hartford,completed
O001004,C0118,2024-05-01,Yard C - Hartford,completed
O001005,C0117,2024-05-01,Yard A - Providence,completed
O001006,C0095,2024-05-01,Yard C - Hartford,completed
O001007,C0012,2024-05-01,Yard C - Hartford,completed
O001008,C0072,2024-05-01,Yard C - Hartford,completed
O001009,C0123,2024-05-01,Yard A - Providence,completed
O001010,C0184,2024-05-01,Yard C - Hartford,completed
O001011,C0139,2024-05-01,Yard A - Providence,completed
O001012,C0004,2024-05-02,Yard C - Hartford,completed
O001013,C0009,2024-05-02,Yard C - Hartford,completed
O001014,C0024,2024-05-02,Yard C - Hartford,completed
O001015,C0159,2024-05-02,Yard B - Boston,completed
O001016,C0152,2024-05-02,Yard A - Providence,completed
O001017,C0061,2024-05-02,Yard B - Boston,completed
O001018,C0066,2024-05-02,Yard C - Hartford,completed
O001019,C0078,2024-05-02,Yard B - Boston,completed
O001020,C0158,2024-05-02,Yard A - Providence,completed
O001021,C0074,2024-05-02,Yard A - Providence,completed
O001022,C0077,2024-05-02,Yard C - Hartford,completed
O001023,C0055,2024-05-02,Yard A - Providence,completed
O001024,C0096,2024-05-03,Yard B - Boston,completed
O001025,C0107,2024-05-03,Yard C - Hartford,completed
O001026,C0193,2024-05-03,Yard A - Providence,completed
O001027,C0072,2024-05-03,Yard B - Boston,completed
O001028,C0117,2024-05-03,Yard B - Boston,completed
O001029,C0007,2024-05-03,Yard C - Hartford,completed
O001030,C0090,2024-05-03,Yard A - Providence,completed
O001031,C0003,2024-05-03,Yard A - Providence,completed
O001032,C0132,2024-05-03,Yard C - Hartford,completed
O001033,C0110,2024-05-03,Yard C - Hartford,completed
O001034,C0146,2024-05-03,Yard C - Hartford,completed
O001035,C0003,2024-05-03,Yard B - Boston,completed
O001036,C0185,2024-05-03,Yard B - Boston,completed
O001037,C0057,2024-05-04,Yard C - Hartford,completed
O001038,C0072,2024-05-04,Yard C - Hartford,completed
O001039,C0139,2024-05-04,Yard A - Providence,completed
O001040,C0070,2024-05-04,Yard B - Boston,completed
O001041,C0094,2024-05-04,Yard A - Providence,completed
O001042,C0035,2024-05-04,Yard C - Hartford,completed
O001043,C0195,2024-05-04,Yard A - Providence,completed
O001044,C0197,2024-05-04,Yard A - Providence,completed
O001045,C0018,2024-05-04,Yard C - Hartford,completed
O001046,C0039,2024-05-04,Yard A - Providence,completed
O001047,C0049,2024-05-05,Yard C - Hartford,returned
O001048,C0096,2024-05-05,Yard C - Hartford,completed
O001049,C0007,2024-05-05,Yard B - Boston,completed
O001050,C0047,2024-05-05,Yard B - Boston,completed
O001051,C0068,2024-05-05,Yard A - Providence,completed
O001052,C0054,2024-05-05,Yard A - Providence,completed
O001053,C0151,2024-05-05,Yard C - Hartford,completed
O001054,C0095,2024-05-05,Yard A - Providence,completed
O001055,C0077,2024-05-05,Yard B - Boston,completed
O001056,C0200,2024-05-05,Yard A - Providence,completed
O001057,C0082,2024-05-05,Yard A - Providence,completed
O001058,C0118,2024-05-06,Yard A - Providence,completed
O001059,C0022,2024-05-06,Yard B - Boston,completed
O001060,C0111,2024-05-06,Yard A - Providence,completed
O001061,C0085,2024-05-06,Yard B - Boston,completed
O001062,C0036,2024-05-06,Yard C - Hartford,completed
O001063,C0056,2024-05-06,Yard C - Hartford,completed
O001064,C0191,2024-05-06,Yard B - Boston,completed
O001065,C0198,2024-05-06,Yard B - Boston,completed
O001066,C0071,2024-05-06,Yard C - Hartford,completed
O001067,C0172,2024-05-06,Yard C - Hartford,completed
O001068,C0034,2024-05-06,Yard C - Hartford,completed
O001069,C0094,2024-05-06,Yard B - Boston,completed
O001070,C0040,2024-05-06,Yard A - Providence,completed
O001071,C0102,2024-05-07,Yard A - Providence,completed
O001072,C0065,2024-05-07,Yard B - Boston,completed
O001073,C0111,2024-05-07,Yard B - Boston,completed
O001074,C0060,2024-05-07,Yard B - Boston,completed
O001075,C0038,2024-05-07,Yard C - Hartford,completed
O001076,C0129,2024-05-07,Yard A - Providence,completed
O001077,C0131,2024-05-07,Yard A - Providence,completed
O001078,C0012,2024-05-07,Yard C - Hartford,completed
O001079,C0055,2024-05-07,Yard A - Providence,completed
O001080,C0094,2024-05-07,Yard C - Hartford,completed
O001081,C0118,2024-05-07,Yard C - Hartford,completed
O001082,C0074,2024-05-07,Yard C - Hartford,completed
O001083,C0029,2024-05-07,Yard B - Boston,completed
O001084,C0194,2024-05-07,Yard B - Boston,completed
O001085,C0012,2024-05-08,Yard B - Boston,completed
O001086,C0086,2024-05-08,Yard C - Hartford,completed
O001087,C0151,2024-05-08,Yard C - Hartford,completed
O001088,C0044,2024-05-08,Yard A - Providence,completed
O001089,C0011,2024-05-08,Yard C - Hartford,completed
O001090,C0117,2024-05-08,Yard B - Boston,completed
O001091,C0075,2024-05-08,Yard A - Providence,completed
O001092,C0066,2024-05-08,Yard C - Hartford,completed
O001093,C0032,2024-05-08,Yard C - Hartford,completed
O001094,C0066,2024-05-08,Yard C - Hartford,completed
O001095,C0107,2024-05-08,Yard C - Hartford,completed
O001096,C0088,2024-05-09,Yard A - Providence,completed
O001097,C0120,2024-05-09,Yard C - Hartford,completed
O001098,C0098,2024-05-09,Yard C - Hartford,completed
O001099,C0096,2024-05-09,Yard B - Boston,completed
O001100,C0140,2024-05-09,Yard C - Hartford,completed
O001101,C0162,2024-05-09,Yard C - Hartford,completed
O001102,C0018,2024-05-09,Yard A - Providence,completed
O001103,C0036,2024-05-09,Yard C - Hartford,completed
O001104,C0007,2024-05-09,Yard C - Hartford,completed
O001105,C0046,2024-05-09,Yard B - Boston,completed
O001106,C0082,2024-05-09,Yard B - Boston,completed
O001107,C0099,2024-05-09,Yard B - Boston,completed
O001108,C0026,2024-05-09,Yard B - Boston,completed
O001109,C0109,2024-05-10,Yard C - Hartford,completed
O001110,C0034,2024-05-10,Yard C - Hartford,completed
O001111,C0042,2024-05-10,Yard A - Providence,completed
O001112,C0034,2024-05-10,Yard C - Hartford,completed
O001113,C0115,2024-05-10,Yard B - Boston,completed
O001114,C0117,2024-05-10,Yard B - Boston,completed
O001115,C0182,2024-05-10,Yard B - Boston,completed
O001116,C0068,2024-05-10,Yard C - Hartford,completed
O001117,C0109,2024-05-10,Yard B - Boston,completed
O001118,C0168,2024-05-10,Yard C - Hartford,completed
O001119,C0023,2024-05-10,Yard A - Providence,completed
O001120,C0099,2024-05-11,Yard B - Boston,completed
O001121,C0110,2024-05-11,Yard B - Boston,completed
O001122,C0107,2024-05-11,Yard B - Boston,completed
O001123,C0006,2024-05-11,Yard C - Hartford,completed
O001124,C0098,2024-05-11,Yard A - Providence,completed
O001125,C0057,2024-05-11,Yard A - Providence,returned
O001126,C0151,2024-05-11,Yard A - Providence,completed
O001127,C0091,2024-05-11,Yard A - Providence,completed
O001128,C0022,2024-05-11,Yard B - Boston,completed
O001129,C0125,2024-05-11,Yard A - Providence,completed
O001130,C0100,2024-05-11,Yard B - Boston,completed
O001131,C0111,2024-05-11,Yard C - Hartford,completed
O001132,C0064,2024-05-11,Yard A - Providence,completed
O001133,C0108,2024-05-11,Yard A - Providence,completed
O001134,C0179,2024-05-11,Yard B - Boston,completed
O001135,C0021,2024-05-12,Yard B - Boston,completed
O001136,C0097,2024-05-12,Yard B - Boston,completed
O001137,C0017,2024-05-12,Yard B - Boston,completed
O001138,C0019,2024-05-12,Yard B - Boston,completed
O001139,C0017,2024-05-12,Yard C - Hartford,completed
O001140,C0123,2024-05-12,Yard A - Providence,completed
O001141,C0078,2024-05-12,Yard C - Hartford,completed
O001142,C0095,2024-05-12,Yard C - Hartford,completed
O001143,C0024,2024-05-12,Yard C - Hartford,completed
O001144,C0076,2024-05-12,Yard B - Boston,completed
O001145,C0080,2024-05-12,Yard A - Providence,completed
O001146,C0120,2024-05-12,Yard B - Boston,completed
O001147,C0010,2024-05-12,Yard B - Boston,completed
O001148,C0098,2024-05-12,Yard C - Hartford,completed
O001149,C0066,2024-05-13,Yard C - Hartford,completed
O001150,C0091,2024-05-13,Yard C - Hartford,completed
O001151,C0023,2024-05-13,Yard C - Hartford,completed
O001152,C0062,2024-05-13,Yard B - Boston,completed
O001153,C0099,2024-05-13,Yard B - Boston,completed
O001154,C0031,2024-05-13,Yard C - Hartford,completed
O001155,C0003,2024-05-13,Yard B - Boston,completed
O001156,C0109,2024-05-13,Yard A - Providence,completed
O001157,C0091,2024-05-13,Yard C - Hartford,completed
O001158,C0020,2024-05-14,Yard A - Providence,completed
O001159,C0011,2024-05-14,Yard A - Providence,completed
O001160,C0072,2024-05-14,Yard C - Hartford,completed
O001161,C0076,2024-05-14,Yard C - Hartford,completed
O001162,C0102,2024-05-14,Yard A - Providence,completed
O001163,C0022,2024-05-14,Yard B - Boston,completed
O001164,C0007,2024-05-14,Yard B - Boston,completed
O001165,C0104,2024-05-14,Yard A - Providence,completed
O001166,C0007,2024-05-14,Yard A - Providence,completed
O001167,C0030,2024-05-14,Yard A - Providence,completed
O001168,C0118,2024-05-14,Yard A - Providence,completed
O001169,C0171,2024-05-14,Yard B - Boston,completed
O001170,C0133,2024-05-14,Yard C - Hartford,completed
O001171,C0086,2024-05-14,Yard A - Providence,completed
O001172,C0012,2024-05-15,Yard A - Providence,completed
O001173,C0051,2024-05-15,Yard B - Boston,completed
O001174,C0059,2024-05-15,Yard A - Providence,completed
O001175,C0040,2024-05-15,Yard A - Providence,completed
O001176,C0171,2024-05-15,Yard B - Boston,completed
O001177,C0080,2024-05-15,Yard B - Boston,completed
O001178,C0066,2024-05-15,Yard C - Hartford,completed
O001179,C0118,2024-05-15,Yard B - Boston,completed
O001180,C0147,2024-05-15,Yard C - Hartford,completed
O001181,C0003,2024-05-16,Yard A - Providence,completed
O001182,C0138,2024-05-16,Yard A - Providence,completed
O001183,C0145,2024-05-16,Yard C - Hartford,completed
O001184,C0194,2024-05-16,Yard A - Providence,completed
O001185,C0036,2024-05-16,Yard B - Boston,completed
O001186,C0095,2024-05-16,Yard B - Boston,completed
O001187,C0199,2024-05-16,Yard B - Boston,completed
O001188,C0127,2024-05-16,Yard B - Boston,completed
O001189,C0077,2024-05-16,Yard B - Boston,completed
O001190,C0057,2024-05-16,Yard B - Boston,completed
O001191,C0108,2024-05-16,Yard C - Hartford,completed
O001192,C0019,2024-05-17,Yard B - Boston,completed
O001193,C0121,2024-05-17,Yard C - Hartford,returned
O001194,C0117,2024-05-17,Yard B - Boston,completed
O001195,C0047,2024-05-17,Yard C - Hartford,completed
O001196,C0055,2024-05-17,Yard A - Providence,completed
O001197,C0097,2024-05-17,Yard A - Providence,completed
O001198,C0076,2024-05-17,Yard C - Hartford,completed
O001199,C0036,2024-05-17,Yard B - Boston,completed
O001200,C0057,2024-05-17,Yard C - Hartford,completed
O001201,C0043,2024-05-17,Yard A - Providence,completed
O001202,C0008,2024-05-17,Yard C - Hartford,completed
O001203,C0130,2024-05-17,Yard C - Hartford,completed
O001204,C0084,2024-05-17,Yard B - Boston,completed
O001205,C0038,2024-05-17,Yard B - Boston,completed
O001206,C0056,2024-05-18,Yard A - Providence,completed
O001207,C0075,2024-05-18,Yard C - Hartford,completed
O001208,C0192,2024-05-18,Yard C - Hartford,completed
O001209,C0181,2024-05-18,Yard A - Providence,completed
O001210,C0055,2024-05-18,Yard C - Hartford,completed
O001211,C0080,2024-05-18,Yard C - Hartford,completed
O001212,C0198,2024-05-18,Yard B - Boston,completed
O001213,C0064,2024-05-18,Yard A - Providence,completed
O001214,C0130,2024-05-18,Yard C - Hartford,completed
O001215,C0093,2024-05-19,Yard C - Hartford,completed
O001216,C0157,2024-05-19,Yard B - Boston,returned
O001217,C0014,2024-05-19,Yard B - Boston,completed
O001218,C0036,2024-05-19,Yard B - Boston,completed
O001219,C0173,2024-05-19,Yard C - Hartford,completed
O001220,C0079,2024-05-19,Yard B - Boston,completed
O001221,C0134,2024-05-19,Yard A - Providence,completed
O001222,C0098,2024-05-19,Yard A - Providence,completed
O001223,C0089,2024-05-19,Yard C - Hartford,returned
O001224,C0117,2024-05-19,Yard B - Boston,completed
O001225,C0178,2024-05-19,Yard B - Boston,completed
O001226,C0046,2024-05-19,Yard C - Hartford,completed
O001227,C0075,2024-05-19,Yard B - Boston,completed
O001228,C0055,2024-05-20,Yard A - Providence,completed
O001229,C0055,2024-05-20,Yard C - Hartford,completed
O001230,C0079,2024-05-20,Yard C - Hartford,completed
O001231,C0100,2024-05-20,Yard A - Providence,completed
O001232,C0157,2024-05-20,Yard A - Providence,completed
O001233,C0103,2024-05-20,Yard C - Hartford,completed
O001234,C0031,2024-05-20,Yard B - Boston,completed
O001235,C0021,2024-05-20,Yard C - Hartford,completed
O001236,C0134,2024-05-20,Yard C - Hartford,completed
O001237,C0063,2024-05-20,Yard A - Providence,returned
O001238,C0031,2024-05-20,Yard C - Hartford,completed
O001239,C0091,2024-05-20,Yard C - Hartford,completed
O001240,C0194,2024-05-21,Yard C - Hartford,completed
O001241,C0036,2024-05-21,Yard B - Boston,completed
O001242,C0084,2024-05-21,Yard A - Providence,completed
O001243,C0027,2024-05-21,Yard C - Hartford,completed
O001244,C0005,2024-05-21,Yard B - Boston,completed
O001245,C0045,2024-05-21,Yard B - Boston,completed
O001246,C0187,2024-05-21,Yard B - Boston,completed
O001247,C0087,2024-05-21,Yard C - Hartford,completed
O001248,C0125,2024-05-21,Yard A - Providence,completed
O001249,C0160,2024-05-21,Yard A - Providence,completed
O001250,C0181,2024-05-21,Yard C - Hartford,completed
O001251,C0129,2024-05-21,Yard C - Hartford,returned
O001252,C0016,2024-05-22,Yard B - Boston,completed
O001253,C0183,2024-05-22,Yard C - Hartford,returned
O001254,C0042,2024-05-22,Yard B - Boston,completed
O001255,C0183,2024-05-22,Yard A - Providence,completed
O001256,C0044,2024-05-22,Yard A - Providence,completed
O001257,C0139,2024-05-22,Yard C - Hartford,completed
O001258,C0052,2024-05-22,Yard C - Hartford,completed
O001259,C0100,2024-05-22,Yard A - Providence,completed
O001260,C0064,2024-05-22,Yard B - Boston,completed
O001261,C0128,2024-05-22,Yard A - Providence,completed
O001262,C0126,2024-05-22,Yard C - Hartford,completed
O001263,C0017,2024-05-22,Yard B - Boston,completed
O001264,C0150,2024-05-23,Yard B - Boston,completed
O001265,C0104,2024-05-23,Yard A - Providence,completed
O001266,C0025,2024-05-23,Yard A - Providence,completed
O001267,C0062,2024-05-23,Yard B - Boston,completed
O001268,C0082,2024-05-23,Yard C - Hartford,completed
O001269,C0069,2024-05-23,Yard B - Boston,completed
O001270,C0027,2024-05-23,Yard B - Boston,completed
O001271,C0067,2024-05-23,Yard B - Boston,completed
O001272,C0089,2024-05-23,Yard A - Providence,completed
O001273,C0085,2024-05-23,Yard B - Boston,completed
O001274,C0051,2024-05-23,Yard C - Hartford,completed
O001275,C0043,2024-05-23,Yard B - Boston,completed
O001276,C0185,2024-05-23,Yard C - Hartford,completed
O001277,C0029,2024-05-24,Yard A - Providence,completed
O001278,C0129,2024-05-24,Yard A - Providence,completed
O001279,C0099,2024-05-24,Yard C - Hartford,completed
O001280,C0197,2024-05-24,Yard B - Boston,completed
O001281,C0182,2024-05-24,Yard C - Hartford,completed
O001282,C0144,2024-05-24,Yard B - Boston,completed
O001283,C0010,2024-05-24,Yard B - Boston,completed
O001284,C0150,2024-05-24,Yard C - Hartford,completed
O001285,C0164,2024-05-24,Yard C - Hartford,completed
O001286,C0028,2024-05-24,Yard B - Boston,completed
O001287,C0199,2024-05-24,Yard B - Boston,completed
O001288,C0052,2024-05-24,Yard A - Providence,completed
O001289,C0037,2024-05-24,Yard B - Boston,completed
O001290,C0067,2024-05-25,Yard A - Providence,completed
O001291,C0099,2024-05-25,Yard A - Providence,completed
O001292,C0130,2024-05-25,Yard B - Boston,completed
O001293,C0120,2024-05-25,Yard C - Hartford,completed
O001294,C0187,2024-05-25,Yard C - Hartford,completed
O001295,C0185,2024-05-25,Yard C - Hartford,completed
O001296,C0042,2024-05-25,Yard A - Providence,completed
O001297,C0034,2024-05-25,Yard B - Boston,completed
O001298,C0082,2024-05-25,Yard A - Providence,completed
O001299,C0064,2024-05-25,Yard B - Boston,completed
O001300,C0192,2024-05-25,Yard B - Boston,completed
O001301,C0110,2024-05-26,Yard C - Hartford,completed
O001302,C0138,2024-05-26,Yard B - Boston,completed
O001303,C0076,2024-05-26,Yard B - Boston,completed
O001304,C0034,2024-05-26,Yard A - Providence,returned
O001305,C0097,2024-05-26,Yard A - Providence,completed
O001306,C0029,2024-05-26,Yard C - Hartford,completed
O001307,C0108,2024-05-26,Yard C - Hartford,returned
O001308,C0051,2024-05-27,Yard A - Providence,completed
O001309,C0047,2024-05-27,Yard C - Hartford,completed
O001310,C0097,2024-05-27,Yard A - Providence,completed
O001311,C0161,2024-05-27,Yard C - Hartford,completed
O001312,C0072,2024-05-27,Yard C - Hartford,completed
O001313,C0124,2024-05-27,Yard B - Boston,completed
O001314,C0027,2024-05-27,Yard A - Providence,completed
O001315,C0154,2024-05-27,Yard C - Hartford,completed
O001316,C0035,2024-05-27,Yard C - Hartford,completed
O001317,C0117,2024-05-27,Yard A - Providence,completed
O001318,C0062,2024-05-27,Yard A - Providence,completed
O001319,C0153,2024-05-27,Yard A - Providence,completed
O001320,C0080,2024-05-27,Yard C - Hartford,completed
O001321,C0052,2024-05-27,Yard B - Boston,completed
O001322,C0046,2024-05-28,Yard B - Boston,completed
O001323,C0121,2024-05-28,Yard A - Providence,completed
O001324,C0117,2024-05-28,Yard A - Providence,completed
O001325,C0114,2024-05-28,Yard A - Providence,completed
O001326,C0087,2024-05-28,Yard B - Boston,completed
O001327,C0008,2024-05-28,Yard C - Hartford,completed
O001328,C0196,2024-05-28,Yard A - Providence,completed
O001329,C0095,2024-05-28,Yard B - Boston,completed
O001330,C0026,2024-05-28,Yard A - Providence,completed
O001331,C0174,2024-05-28,Yard C - Hartford,completed
O001332,C0132,2024-05-29,Yard C - Hartford,completed
O001333,C0054,2024-05-29,Yard A - Providence,completed
O001334,C0013,2024-05-29,Yard B - Boston,completed
O001335,C0106,2024-05-29,Yard B - Boston,completed
O001336,C0019,2024-05-29,Yard A - Providence,completed
O001337,C0054,2024-05-29,Yard C - Hartford,returned
O001338,C0105,2024-05-29,Yard C - Hartford,completed
O001339,C0186,2024-05-29,Yard B - Boston,completed
O001340,C0081,2024-05-29,Yard A - Providence,completed
O001341,C0020,2024-05-29,Yard A - Providence,completed
O001342,C0107,2024-05-29,Yard A - Providence,completed
O001343,C0018,2024-05-29,Yard A - Providence,completed
O001344,C0123,2024-05-29,Yard C - Hartford,completed
O001345,C0188,2024-05-30,Yard A - Providence,completed
O001346,C0019,2024-05-30,Yard C - Hartford,completed
O001347,C0121,2024-05-30,Yard B - Boston,completed
O001348,C0150,2024-05-30,Yard B - Boston,completed
O001349,C0096,2024-05-30,Yard B - Boston,completed
O001350,C0083,2024-05-30,Yard C - Hartford,completed
O001351,C0020,2024-05-30,Yard C - Hartford,completed
O001352,C0170,2024-05-30,Yard C - Hartford,completed
O001353,C0123,2024-05-30,Yard C - Hartford,completed
O001354,C0068,2024-05-30,Yard A - Providence,completed
O001355,C0103,2024-05-30,Yard B - Boston,completed
O001356,C0058,2024-05-31,Yard B - Boston,completed
O001357,C0074,2024-05-31,Yard A - Providence,completed
O001358,C0077,2024-05-31,Yard C - Hartford,completed
O001359,C0039,2024-05-31,Yard A - Providence,completed
O001360,C0001,2024-05-31,Yard C - Hartford,completed
O001361,C0015,2024-05-31,Yard A - Providence,completed
O001362,C0042,2024-05-31,Yard B - Boston,completed
O001363,C0050,2024-05-31,Yard A - Providence,completed
O001364,C0086,2024-05-31,Yard A - Providence,completed
O001365,C0088,2024-05-31,Yard A - Providence,completed
O001366,C0020,2024-05-31,Yard A - Providence,completed
O001367,C0070,2024-05-31,Yard A - Providence,completed
O001368,C0015,2024-06-01,Yard C - Hartford,completed
O001369,C0092,2024-06-01,Yard A - Providence,completed
O001370,C0004,2024-06-01,Yard B - Boston,completed
O001371,C0130,2024-06-01,Yard A - Providence,completed
O001372,C0109,2024-06-01,Yard B - Boston,completed
O001373,C0114,2024-06-01,Yard C - Hartford,completed
O001374,C0072,2024-06-01,Yard C - Hartford,completed
O001375,C0013,2024-06-01,Yard A - Providence,completed
O001376,C0122,2024-06-01,Yard B - Boston,completed
O001377,C0183,2024-06-01,Yard C - Hartford,completed
O001378,C0073,2024-06-01,Yard A - Providence,completed
O001379,C0195,2024-06-01,Yard B - Boston,completed
O001380,C0066,2024-06-01,Yard A - Providence,completed
O001381,C0040,2024-06-01,Yard C - Hartford,completed
O001382,C0139,2024-06-02,Yard C - Hartford,completed
O001383,C0049,2024-06-02,Yard A - Providence,completed
O001384,C0052,2024-06-02,Yard B - Boston,completed
O001385,C0190,2024-06-02,Yard C - Hartford,completed
O001386,C0053,2024-06-02,Yard A - Providence,completed
O001387,C0103,2024-06-02,Yard C - Hartford,completed
O001388,C0086,2024-06-02,Yard B - Boston,completed
O001389,C0033,2024-06-02,Yard B - Boston,completed
O001390,C0097,2024-06-02,Yard A - Providence,completed
O001391,C0076,2024-06-02,Yard C - Hartford,completed
O001392,C0114,2024-06-02,Yard B - Boston,completed
O001393,C0018,2024-06-02,Yard B - Boston,completed
O001394,C0100,2024-06-03,Yard B - Boston,completed
O001395,C0086,2024-06-03,Yard C - Hartford,completed
O001396,C0034,2024-06-03,Yard C - Hartford,completed
O001397,C0103,2024-06-03,Yard B - Boston,completed
O001398,C0079,2024-06-03,Yard A - Providence,completed
O001399,C0140,2024-06-03,Yard B - Boston,completed
O001400,C0164,2024-06-03,Yard B - Boston,completed
O001401,C0112,2024-06-03,Yard B - Boston,completed
O001402,C0124,2024-06-03,Yard C - Hartford,completed
O001403,C0011,2024-06-03,Yard A - Providence,completed
O001404,C0138,2024-06-03,Yard B - Boston,completed
O001405,C0179,2024-06-03,Yard A - Providence,completed
O001406,C0165,2024-06-03,Yard A - Providence,completed
O001407,C0081,2024-06-04,Yard C - Hartford,completed
O001408,C0168,2024-06-04,Yard C - Hartford,completed
O001409,C0121,2024-06-04,Yard C - Hartford,completed
O001410,C0097,2024-06-04,Yard A - Providence,completed
O001411,C0078,2024-06-04,Yard B - Boston,completed
O001412,C0149,2024-06-04,Yard C - Hartford,completed
O001413,C0026,2024-06-04,Yard C - Hartford,completed
O001414,C0167,2024-06-04,Yard C - Hartford,completed
O001415,C0012,2024-06-04,Yard C - Hartford,completed
O001416,C0002,2024-06-04,Yard B - Boston,completed
O001417,C0130,2024-06-04,Yard A - Providence,completed
O001418,C0101,2024-06-05,Yard C - Hartford,completed
O001419,C0106,2024-06-05,Yard A - Providence,completed
O001420,C0050,2024-06-05,Yard C - Hartford,completed
O001421,C0074,2024-06-05,Yard A - Providence,completed
O001422,C0119,2024-06-05,Yard B - Boston,completed
O001423,C0083,2024-06-05,Yard A - Providence,completed
O001424,C0106,2024-06-05,Yard C - Hartford,completed
O001425,C0186,2024-06-05,Yard B - Boston,completed
O001426,C0036,2024-06-05,Yard A - Providence,completed
O001427,C0136,2024-06-05,Yard C - Hartford,completed
O001428,C0111,2024-06-06,Yard B - Boston,completed
O001429,C0155,2024-06-06,Yard B - Boston,completed
O001430,C0198,2024-06-06,Yard A - Providence,returned
O001431,C0036,2024-06-06,Yard A - Providence,completed
O001432,C0043,2024-06-06,Yard C - Hartford,completed
O001433,C0050,2024-06-06,Yard B - Boston,completed
O001434,C0107,2024-06-06,Yard A - Providence,completed
O001435,C0161,2024-06-06,Yard B - Boston,completed
O001436,C0174,2024-06-06,Yard C - Hartford,completed
O001437,C0033,2024-06-06,Yard A - Providence,completed
O001438,C0065,2024-06-06,Yard A - Providence,completed
O001439,C0166,2024-06-06,Yard C - Hartford,completed
O001440,C0129,2024-06-06,Yard C - Hartford,completed
O001441,C0108,2024-06-07,Yard B - Boston,completed
O001442,C0012,2024-06-07,Yard C - Hartford,returned
O001443,C0169,2024-06-07,Yard C - Hartford,completed
O001444,C0082,2024-06-07,Yard B - Boston,completed
O001445,C0171,2024-06-07,Yard A - Providence,completed
O001446,C0055,2024-06-07,Yard C - Hartford,completed
O001447,C0028,2024-06-07,Yard A - Providence,completed
O001448,C0085,2024-06-07,Yard B - Boston,completed
O001449,C0015,2024-06-07,Yard A - Providence,completed
O001450,C0094,2024-06-07,Yard C - Hartford,completed
O001451,C0065,2024-06-07,Yard A - Providence,completed
O001452,C0121,2024-06-08,Yard C - Hartford,completed
O001453,C0079,2024-06-08,Yard B - Boston,completed
O001454,C0092,2024-06-08,Yard A - Providence,completed
O001455,C0170,2024-06-08,Yard C - Hartford,completed
O001456,C0179,2024-06-08,Yard A - Providence,completed
O001457,C0115,2024-06-08,Yard B - Boston,completed
O001458,C0137,2024-06-08,Yard A - Providence,completed
O001459,C0076,2024-06-08,Yard C - Hartford,completed
O001460,C0031,2024-06-08,Yard C - Hartford,completed
O001461,C0103,2024-06-08,Yard C - Hartford,completed
O001462,C0117,2024-06-08,Yard B - Boston,completed
O001463,C0044,2024-06-08,Yard B - Boston,completed
O001464,C0125,2024-06-08,Yard B - Boston,completed
O001465,C0033,2024-06-09,Yard A - Providence,completed
O001466,C0055,2024-06-09,Yard A - Providence,completed
O001467,C0056,2024-06-09,Yard A - Providence,completed
O001468,C0104,2024-06-09,Yard B - Boston,completed
O001469,C0050,2024-06-09,Yard A - Providence,completed
O001470,C0140,2024-06-09,Yard B - Boston,completed
O001471,C0085,2024-06-09,Yard B - Boston,completed
O001472,C0008,2024-06-09,Yard A - Providence,completed
O001473,C0123,2024-06-09,Yard B - Boston,completed
O001474,C0025,2024-06-09,Yard B - Boston,completed
O001475,C0037,2024-06-09,Yard A - Providence,completed
O001476,C0031,2024-06-09,Yard B - Boston,completed
O001477,C0084,2024-06-09,Yard C - Hartford,completed
O001478,C0161,2024-06-10,Yard C - Hartford,returned
O001479,C0153,2024-06-10,Yard C - Hartford,completed
O001480,C0060,2024-06-10,Yard A - Providence,completed
O001481,C0063,2024-06-10,Yard C - Hartford,completed
